-14.9708,-11.013,-11.0405
-14.5636,-10.7933,-10.7017
-14.1564,-10.5736,-10.363
-13.7491,-10.3539,-10.0243
-13.3419,-10.1342,-9.68568
-12.9347,-9.91445,-9.34703
-12.5274,-9.69474,-9.00839
-12.1201,-9.47505,-8.66975
-11.7129,-9.25532,-8.33109
-11.3056,-9.0356,-7.99249
-10.8984,-8.81592,-7.65387
-10.4912,-8.59621,-7.31529
-10.0839,-8.37646,-6.97668
-9.67659,-8.15677,-6.63806
-9.26932,-7.93704,-6.22477
-8.86202,-7.71733,-5.45506
-8.4404,-7.49763,-4.64277
-7.91209,-7.2779,-4.0202
-7.04791,-6.96548,-3.60541
-5.8748,-6.46342,-3.34484
-4.96846,-5.5205,-3.18675
-4.39335,-4.55651,-3.09352
-4.05616,-3.84604,-3.02995
-3.85478,-3.40369,-2.97784
-3.70453,-3.14698,-2.93161
-3.57969,-3.00733,-2.88977
-3.47435,-2.91603,-2.84604
-3.38018,-2.83795,-2.7952
-3.29557,-2.76009,-2.73767
-3.19608,-2.67921,-2.67332
-3.08424,-2.59423,-2.60434
-2.97834,-2.52024,-2.53752
-2.88578,-2.47503,-2.47561
-2.8054,-2.45425,-2.42017
-2.73271,-2.44143,-2.3723
-2.66114,-2.42759,-2.3329
-2.59236,-2.40659,-2.3019
-2.52218,-2.37344,-2.27706
-2.45238,-2.32361,-2.25606
-2.3929,-2.25346,-2.23192
-2.34037,-2.16961,-2.19669
-2.29247,-2.08036,-2.15417
-2.25201,-1.9943,-2.10477
-2.21855,-1.91803,-2.05087
-2.18338,-1.85667,-1.99493
-2.14658,-1.81039,-1.93993
-2.10499,-1.78808,-1.88863
-2.05877,-1.78024,-1.84131
-2.00596,-1.77974,-1.79773
-1.94965,-1.7825,-1.75675
-1.89174,-1.77929,-1.71877
-1.83504,-1.76759,-1.68423
-1.7771,-1.74781,-1.65352
-1.71823,-1.72117,-1.62544
-1.66324,-1.69098,-1.59797
-1.61922,-1.66008,-1.57025
-1.58813,-1.62997,-1.54251
-1.56206,-1.60237,-1.51471
-1.53979,-1.57827,-1.48791
-1.51858,-1.55472,-1.46208
-1.49981,-1.52991,-1.43688
-1.48136,-1.50293,-1.41287
-1.45955,-1.47185,-1.38834
-1.43275,-1.43572,-1.36249
-1.40238,-1.39708,-1.33407
-1.36791,-1.3583,-1.30268
-1.33171,-1.32387,-1.26801
-1.29595,-1.29296,-1.23212
-1.26302,-1.26683,-1.19689
-1.23182,-1.24376,-1.16412
-1.20174,-1.2228,-1.13308
-1.17129,-1.20145,-1.10297
-1.13968,-1.18087,-1.07468
-1.10495,-1.16217,-1.04749
-1.0702,-1.14503,-1.02216
-1.03736,-1.12841,-0.999713
-1.00604,-1.11128,-0.979869
-0.97556,-1.09176,-0.960628
-0.945126,-1.06935,-0.93983
-0.914714,-1.04536,-0.916691
-0.883461,-1.02133,-0.892265
-0.85095,-0.999928,-0.868425
-0.816111,-0.983741,-0.846441
-0.779845,-0.969701,-0.826944
-0.744527,-0.955529,-0.810471
-0.713902,-0.939327,-0.795471
-0.689592,-0.919259,-0.782207
-0.671645,-0.89353,-0.770909
-0.658326,-0.861496,-0.760471
-0.64738,-0.826911,-0.748238
-0.636652,-0.791368,-0.733394
-0.624317,-0.756797,-0.715981
-0.607631,-0.725039,-0.69649
-0.586307,-0.698791,-0.675262
-0.560175,-0.678578,-0.652119
-0.530698,-0.662605,-0.627171
-0.500314,-0.649191,-0.601374
-0.469506,-0.637613,-0.574186
-0.440001,-0.625701,-0.545808
-0.411962,-0.612437,-0.51853
-0.384838,-0.596896,-0.493793
-0.358995,-0.579096,-0.471488
-0.334801,-0.556747,-0.45142
-0.3136,-0.531303,-0.432399
-0.296734,-0.50431,-0.412874
-0.28386,-0.477277,-0.390875
-0.274666,-0.451684,-0.365848
-0.267718,-0.428906,-0.341309
-0.261402,-0.407856,-0.318567
-0.254166,-0.38875,-0.296901
-0.244183,-0.37133,-0.276033
-0.231298,-0.354762,-0.255677
-0.216304,-0.338161,-0.236453
-0.199555,-0.321705,-0.217361
-0.181051,-0.305725,-0.197531
-0.159517,-0.290408,-0.177339
-0.134132,-0.275926,-0.157694
-0.107658,-0.262459,-0.140312
-0.0816666,-0.250123,-0.126832
-0.056467,-0.238037,-0.116094
-0.0324496,-0.224978,-0.106861
-0.0100078,-0.209126,-0.0985623
0.0109998,-0.189749,-0.0902765
0.0309982,-0.167172,-0.0815728
0.0503988,-0.141368,-0.0722049
0.0695635,-0.114464,-0.0623874
0.0883093,-0.0875994,-0.0504408
0.106441,-0.0620295,-0.0344893
0.123739,-0.0384496,-0.0154971
0.139929,-0.0164893,0.00630147
0.156322,0.00419953,0.0305859
0.173441,0.0239869,0.0575929
0.191812,0.0413308,0.0867196
0.211022,0.0563085,0.117003
0.230588,0.0685493,0.147446
0.250034,0.0771653,0.177696
0.269575,0.0831395,0.206794
0.289452,0.0875111,0.234163
0.309494,0.0906463,0.259459
0.329532,0.0926741,0.282319
0.349415,0.0941616,0.302385
0.368943,0.0957266,0.319766
0.387936,0.0982855,0.334843
0.405818,0.102076,0.34795
0.421957,0.108501,0.358943
0.436017,0.116792,0.369933
0.447781,0.127367,0.380669
0.456999,0.139698,0.391732
0.464595,0.153255,0.403677
0.471572,0.168136,0.41643
0.478624,0.184526,0.429827
0.486486,0.201935,0.443507
0.49587,0.220246,0.455793
0.506973,0.239318,0.467067
0.520029,0.259022,0.47778
0.535275,0.279347,0.488049
0.553311,0.298246,0.498155
0.574476,0.314831,0.508051
0.596566,0.329477,0.51757
0.617283,0.342681,0.526576
0.634244,0.354713,0.535277
0.645672,0.365799,0.543886
0.652543,0.376886,0.55263
0.656508,0.388502,0.562407
0.660001,0.400038,0.573487
0.665546,0.411017,0.586342
0.675791,0.420772,0.601495
0.690699,0.428602,0.617529
0.710208,0.433199,0.632648
0.734272,0.434173,0.645063
0.760429,0.43236,0.65644
0.7861,0.429119,0.667525
0.810736,0.427075,0.679107
0.833716,0.429018,0.691347
0.85345,0.437454,0.704281
0.868248,0.45753,0.718055
0.877802,0.486158,0.731903
0.881792,0.519391,0.744561
0.881452,0.553685,0.757545
0.877999,0.585352,0.772395
0.872726,0.613801,0.789348
0.866988,0.638796,0.807702
0.861657,0.659561,0.826674
0.857612,0.676792,0.8454
0.855789,0.691121,0.86179
0.857221,0.703224,0.876288
0.86292,0.714276,0.889371
0.875348,0.725261,0.901886
0.897091,0.737213,0.914115
0.924128,0.751223,0.926605
0.955026,0.768284,0.939999
0.988203,0.789429,0.954475
1.02203,0.814503,0.970291
1.05475,0.84313,0.986364
1.0855,0.874285,1.00256
1.11416,0.905802,1.01787
1.14057,0.935261,1.03098
1.1651,0.959079,1.04146
1.18814,0.973461,1.04891
1.21015,0.980883,1.05271
1.23158,0.983847,1.05338
1.2529,0.983606,1.0513
1.27472,0.981528,1.04669
1.29756,0.979069,1.04098
1.3221,0.976574,1.03642
1.34895,0.974487,1.03624
1.37812,0.973235,1.04567
1.40959,0.973294,1.06305
1.44336,0.975206,1.08473
1.47937,0.979516,1.10714
1.51765,0.986426,1.12969
1.56002,0.99492,1.15175
1.60853,1.00389,1.17366
1.66056,1.01313,1.19526
1.71331,1.02228,1.21624
1.76362,1.0307,1.23578
1.80803,1.03784,1.25386
1.84842,1.04523,1.27048
1.88294,1.05455,1.28634
1.9096,1.06722,1.3022
1.92617,1.08413,1.31946
1.93437,1.10228,1.3389
1.93621,1.12023,1.3593
1.93382,1.13614,1.37882
1.92977,1.15125,1.39412
1.92425,1.16659,1.40088
1.91752,1.18271,1.40505
1.90988,1.19942,1.4083
1.90169,1.21657,1.41201
1.89331,1.23275,1.41682
1.88524,1.24836,1.42348
1.878,1.26456,1.43285
1.87219,1.28168,1.44528
1.86859,1.30012,1.4617
1.86804,1.32034,1.48175
1.86878,1.34129,1.50498
1.86576,1.36174,1.52965
1.86109,1.38014,1.55364
1.85742,1.39952,1.57645
1.85793,1.42123,1.59847
1.86378,1.44703,1.62082
1.8762,1.47894,1.64362
1.89682,1.51838,1.66551
1.92773,1.56705,1.68638
1.97154,1.62292,1.70864
2.02958,1.68156,1.7328
2.1021,1.7367,1.75849
2.18919,1.78244,1.7851
2.29044,1.82155,1.81171
2.40465,1.85699,1.83667
2.52891,1.89077,1.86277
2.65683,1.92161,1.89363
2.79198,1.95474,1.93544
2.9336,1.98965,1.98307
3.07519,2.0238,2.03068
3.21673,2.05788,2.07828
